id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4
MULTI_GPT_0606,coraza,"Cubierta de caucho grueso, que envuelve y protege el neumático de la rueda de un automóvil, una motocicleta o una bicicleta.",Tenemos que cambiar las corazas de la bicicleta porque ya están muy gastadas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coraza/figurative_coraza.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/pu%C3%B1etero/figurative_pu%C3%B1etero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coraza/literal_coraza.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coraza/mixed_coraza.png
MULTI_GPT_0607,corbata,"puesto o empleo con buen sueldo y poco trabajo, obtenido generalmente a través de influencias",consiguió una buena corbata en una empresa importante,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/revuelter%C3%ADa/mixed_revuelter%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corbata/mixed_corbata.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corbata/figurative_corbata.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corbata/literal_corbata.png
MULTI_GPT_0608,corchado,"Referido a una persona, que queda en evidencia o está en una situación incómoda por no saber responder a una pregunta o a un problema.","En clase, el lemmaSign es no ser ""corchado"".",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corchado/literal_corchado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corchado/figurative_corchado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corchado/mixed_corchado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/frito_1/literal_frito_1.png
MULTI_GPT_0609,corchar,plantearle a alguien una pregunta o problema que la persona no puede resolver,los alumnos corcharon al profesor,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corchar/mixed_corchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corchar/figurative_corchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/meterse_la_mano_al_dril/literal_meterse_la_mano_al_dril.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corchar/literal_corchar.png
MULTI_GPT_0610,coronar,"En el tráfico de sustancias ilegales, lograr que un cargamento llegue al destino establecido.","El titular del periódico decía: ""Narcos no pudieron coronar envío de droga al extranjero"".",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronar/figurative_coronar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/sapo_1/mixed_sapo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronar/mixed_coronar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronar/literal_coronar.png
MULTI_GPT_0611,coronar,"culminar con éxito un propósito, lograr algo",dicen que se distanció porque no coronó su aspiración de ser ministra de comercio exterior,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/payaso/literal_payaso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronar_1/literal_coronar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronar_1/mixed_coronar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronar_1/figurative_coronar_1.png
MULTI_GPT_0612,coronilla,"Baya comestible de color amarillo al madurar, contiene en su interior numerosas semillas pequeñas de color café.","Cada uno lleva dos, tres, cuatro vasos de helado cremoso, de frutas con nombres extraordinarios: badea, coronilla, guayaba agria, chontaduro.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronilla/mixed_coronilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronilla/figurative_coronilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/manzana/figurative_manzana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coronilla/literal_coronilla.png
MULTI_GPT_0613,corral,"Especie de armazón rodeado por una malla y con el suelo acolchado, en el que se suele dejar a los niños que aún no caminan, para que jueguen.",Puedes dejar al niño en el corral mientras preparas la fiesta.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corral/mixed_corral.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/potro/figurative_potro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corral/literal_corral.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corral/figurative_corral.png
MULTI_GPT_0614,correrse,Retractarse en un compromiso o negocio ya pactado.,Falto a su palabra y no fue capaz de avisar por qué se corrió del negocio.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/correrse/literal_correrse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/correrse/figurative_correrse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/correrse/mixed_correrse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mochilero/literal_mochilero.png
MULTI_GPT_0615,corrido,"Referido a una persona, falto de juicio, loco.","Como era tan elegante en el vestir, se veía corridísima con esos pantalones rotos y esa chaqueta desgastada.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/champ%C3%BA/literal_champ%C3%BA.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corrido/figurative_corrido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corrido/literal_corrido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corrido/mixed_corrido.png
MULTI_GPT_0616,corrientazo,Almuerzo que se vende en pequeños restaurantes o cafeterías a bajo precio.,"Estos son los ingredientes que componen el clásico corrientazo: arroz, carne, papa y plátano.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/o%C3%ADdo/figurative_o%C3%ADdo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corrientazo/literal_corrientazo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corrientazo/mixed_corrientazo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corrientazo/figurative_corrientazo.png
MULTI_GPT_0617,cortado,Postre dulce hecho con leche y panela.,"El cortado es un delicioso error: cuando la leche no cuaja, para no perderlo se deja con esa consistencia.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cortado/mixed_cortado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/montado/mixed_montado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cortado/figurative_cortado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cortado/literal_cortado.png
MULTI_GPT_0618,corte,Forma en la que se corta y se arregla el cabello.,Los cortes de pelo corto son ideales para llevar color.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corte/figurative_corte.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corte/literal_corte.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/desenhuesar/mixed_desenhuesar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corte/mixed_corte.png
MULTI_GPT_0619,corto,"Fragmento de una película, con diferentes escenas, que se proyecta con meses o semanas de antelación a su estreno, para hacerle publicidad.",¿Viste los cortos de la película que te había comentado?,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cu%C3%B1ado_1/figurative_cu%C3%B1ado_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corto/figurative_corto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corto/literal_corto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corto/mixed_corto.png
MULTI_GPT_0620,corto de espíritu,"Referido a una persona, que no tiene iniciativa ni ambiciones.",La víctima era un muchachito corto de espíritu por lo cual no podía trabajar independientemente de su padre de quien era ayudante.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/teta/figurative_teta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corto_de_esp%C3%ADritu/literal_corto_de_esp%C3%ADritu.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corto_de_esp%C3%ADritu/figurative_corto_de_esp%C3%ADritu.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/corto_de_esp%C3%ADritu/mixed_corto_de_esp%C3%ADritu.png
MULTI_GPT_0621,cosmetiquera,Bolsa o estuche pequeño que se usa para guardar cosméticos u objetos de aseo personal.,Cambió su vieja bolsa por una cosmetiquera en la que podía llevar todo su maquillaje.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cosmetiquera/figurative_cosmetiquera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cosmetiquera/mixed_cosmetiquera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cosmetiquera/literal_cosmetiquera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/empalmar/figurative_empalmar.png
MULTI_GPT_0622,cosquilleo,Modo de robo en el transporte público y en lugares concurridos en el que el ladrón toca disimuladamente un bolsillo de la persona pero la roba en el otro bolsillo.,"El ""Cosquilleo"" se ha convertido en la manera más descarada para despojar a los ciudadanos de sus celulares y billeteras, en buses, calles y centros comericiales.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cosquilleo/figurative_cosquilleo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cosquilleo/mixed_cosquilleo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/picado/literal_picado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cosquilleo/literal_cosquilleo.png
MULTI_GPT_0623,costilla,Por cuenta o a costa de alguien.,Hizo toda la carrera a costillas de su mamá y ahora que tiene un buen empleo le da gusto en todo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costilla/mixed_costilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costilla/literal_costilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costilla/figurative_costilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/pantal%C3%B3n/figurative_pantal%C3%B3n.png
MULTI_GPT_0624,costra,Tener mucha experiencia en algo que le impide ser engañado.,"Si vas a reclamarle debes llevar unos buenos argumentos, de lo contrario no pasará nada porque ya tiene costra.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costra/literal_costra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costra/mixed_costra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costra/figurative_costra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/sopero/literal_sopero.png
MULTI_GPT_0625,costura,"En el ámbito académico, asignatura que se considera poco relevante y de fácil aprobación.","Todos decían que era una costura, pero para mí era la materia más importante del año.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cuchara_1/figurative_cuchara_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costura/mixed_costura.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costura/figurative_costura.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/costura/literal_costura.png
MULTI_GPT_0626,coteja,"Condición de igualdad que existe entre dos personas, ya sea social, de edad, educativo o de otra índole.","Vea Carmencita, busque su coteja, esa niña no es amiga para usted.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/embocarse_1/mixed_embocarse_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coteja/mixed_coteja.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coteja/literal_coteja.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/coteja/figurative_coteja.png
MULTI_GPT_0627,cotejo,Partido de fútbol.,El clásico de la capital era el cotejo más esperado por los periodistas deportivos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cotejo/figurative_cotejo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cotejo/mixed_cotejo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/metemono/figurative_metemono.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cotejo/literal_cotejo.png
MULTI_GPT_0628,cotizar,Conquistar o pretender a alguien.,Como era tan simpático se la pasaba en las discotecas cotizando pollitas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cotizar/mixed_cotizar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cotizar/literal_cotizar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/bizcocho_1/literal_bizcocho_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cotizar/figurative_cotizar.png
MULTI_GPT_0629,cover,Dinero que se paga en la entrada de un bar o una discoteca para poder ingresar.,"En ocasiones el cover resulta consumible, es decir, se reconoce su valor en productos como bebidas y comidas que se sirven en el establecimiento.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cover/mixed_cover.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cover/literal_cover.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/engallado/figurative_engallado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cover/figurative_cover.png
MULTI_GPT_0630,crema,Helado.,"Con el paso del tiempo y la exigencia del público, tuvo que aumentar sus productos: desde piña, guayaba y papaya hasta salpicón y cremas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/crema/literal_crema.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/crema/figurative_crema.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/crema/mixed_crema.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cuadrar_3/figurative_cuadrar_3.png
