id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4,
MULTI_GEMINI_0360,calle,Salir de la casa a estar con los amigos o a divertirse.,No te preocupes. Tu hijo sólo agarra calle cuando vienen tus amigas a jugar cartas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/achicar_2/literal_achicar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calle/literal_calle.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calle/mixed_calle.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calle/figurative_calle.png,
MULTI_GEMINI_0361,callo,Estar acostumbrado a una situación incómoda o dolorosa.,"De tanto que mi mamá me regaña, ya tengo callo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/callo/literal_callo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/callo/mixed_callo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/molido/literal_molido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/callo/figurative_callo.png,
MULTI_GEMINI_0362,calor,Estado de excitación sexual de los animales.,"Para que se produzca el calor en la vaca, debe haber una estrecha relación entre la glándula hipófisis y el ovario.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calor/mixed_calor.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calor/literal_calor.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/sano/figurative_sano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calor/figurative_calor.png,
MULTI_GEMINI_0363,calza,Restauración con empaste de la cavidad que la caries deja en una pieza dental.,El metal de las calzas antiguas se mete por los microtubos del diente causando manchas difíciles de remover.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calza/literal_calza.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calza/figurative_calza.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prepago/literal_prepago.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calza/mixed_calza.png,
MULTI_GEMINI_0364,calzar,Tapar la cavidad dejada por la caries.,Tuvieron que ponerle anestesia para poderle calzar la muela.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calzar/figurative_calzar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/brotado/figurative_brotado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calzar/mixed_calzar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calzar/literal_calzar.png,
MULTI_GEMINI_0365,camabaja,"Semirremolque con diferentes capacidades de carga, que se usa para transportar maquinaria u objetos grandes.",Un camabaja que transportaba una retroexcavadora se llevó a su paso cinco postes de luz y uno de telefonía.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ba%C3%B1ar/figurative_ba%C3%B1ar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camabaja/mixed_camabaja.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camabaja/figurative_camabaja.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camabaja/literal_camabaja.png,
MULTI_GEMINI_0366,camada,"Grupo homogéneo de personas, que participa en alguna actividad común.","Y lo que deje de positivo esta camada de viejos gladiadores del fútbol colombiano, sepan ser capaces de heredarlo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camada/literal_camada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pintado_1/figurative_pintado_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camada/mixed_camada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camada/figurative_camada.png,
MULTI_GEMINI_0367,camellar,Trabajar o realizar alguien una labor con esfuerzo en pro de lograr una meta.,"Todo el mundo camellando, ¿y pa' qué? Pa' que uno' poco' se den la vida de rico'... Nooooo homb'e, a mí no me vengan con ese cuento.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camellar/figurative_camellar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camellar/literal_camellar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/colgar_2/figurative_colgar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camellar/mixed_camellar.png,
MULTI_GEMINI_0368,camello,"Trabajo, empleo.","¿Estás loca? Soy hombre trabajador. Más de veinte años de camello, ¿y quieres ahora, que me ponga a mirar pajaritos y tortolitas?",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pasarla_mono/literal_pasarla_mono.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camello/mixed_camello.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camello/figurative_camello.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camello/literal_camello.png,
MULTI_GEMINI_0369,camello,empleo,mi primo está sin camello,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/desconectar/figurative_desconectar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camello_1/figurative_camello_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camello_1/literal_camello_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camello_1/mixed_camello_1.png,
MULTI_GEMINI_0370,caminadera,"Desplazamiento continuo que se hace a pie, usualmente sin ningún objetivo.","Las oscuras pobladoras del mundo de sus sueños no han logrado aplacar su caminadera, ni convencerla de que es más miedoso viajar en avión que por carretera.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/calor/mixed_calor.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminadera/mixed_caminadera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminadera/figurative_caminadera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminadera/literal_caminadera.png,
MULTI_GEMINI_0371,caminado,Manera de caminar propia de una persona.,"Pensé que era él. Ya iba a abrazarlo pero noté que su caminado era diferente no camina sesguiadito, sino que parece de paso fino, repicaito, repicaito.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminado/literal_caminado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/gru%C3%B1ido/figurative_gru%C3%B1ido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminado/mixed_caminado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminado/figurative_caminado.png,
MULTI_GEMINI_0372,caminador,Aparato formado por un asiento con patas y ruedas en ellas que usan los bebés para aprender a caminar.,"Si decide montar al bebé en el caminador, hágalo en un sitio plano, sin subidas ni bajadas y donde la superficie no sea deslizante.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminador/figurative_caminador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminador/mixed_caminador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/barriga/mixed_barriga.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminador/literal_caminador.png,
MULTI_GEMINI_0373,caminar,Estar tras alguna persona para establecer una relación sentimental.,"Lo conocí porque le caminaba a mi hermana, pero a ella no le gustaba porque le parecía muy cachetón.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminar/mixed_caminar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminar/literal_caminar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caminar/figurative_caminar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cuarto_3/figurative_cuarto_3.png,
MULTI_GEMINI_0374,camiseta,Tener buen ánimo y deseo de hacer bien una tarea o de cumplir un objetivo.,Si usted quiere ponerse la camiseta del Club del Buen Ciudadano debe manejarse bien cuando monta en su bicicleta por Bogotá.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camiseta/figurative_camiseta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camiseta/mixed_camiseta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/camiseta/literal_camiseta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/hueva/figurative_hueva.png,
MULTI_GEMINI_0375,campanero,Persona que vigila y alerta a sus compañeros mientras cometen alguna actividad ilícita.,"Me reúno con un amigo graffitero, sumamos aerosoles de diferentes colores y nos turnamos el papel del campanero. Realmente nunca he tenido problemas con la policía.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/empajar/figurative_empajar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campanero/literal_campanero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campanero/figurative_campanero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campanero/mixed_campanero.png,
MULTI_GEMINI_0376,campero,Vehículo resistente que se adapta a todo tipo de terreno.,En nuestro concesionario recibirá la mejor atención personalizada y una adecuada asesoría en la adquisición de su campero.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campero/figurative_campero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campero/mixed_campero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/catorce_1/mixed_catorce_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campero/literal_campero.png,
MULTI_GEMINI_0377,campo,Espacio o lugar que puede ser ocupado por una persona o un objeto.,"Ya no hay campo en este bus, subámonos en el siguiente.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campo/literal_campo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campo/figurative_campo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/marcar/literal_marcar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/campo/mixed_campo.png,
MULTI_GEMINI_0378,canal,Buscar comida gratis en alguna parte o a costa de alguien.,"Todos sabían que a fin de mes, cuando estaba sin dinero, llegaba a poner la canal a la casa de cualquier amiga.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisco/literal_pisco.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canal/literal_canal.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canal/figurative_canal.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canal/mixed_canal.png,
MULTI_GEMINI_0379,canasta,"Estructura metálica que se ubica en la parte superior de los vehículos, para llevar diversos objetos.","En las canastas, la carga debe ir bien repartida en toda la superficie y ajustada con correas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canasta/literal_canasta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canasta/mixed_canasta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canasta/figurative_canasta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/enmochilar_2/figurative_enmochilar_2.png,
MULTI_GEMINI_0380,cancha,Experticia que se adquiere con el tiempo.,"Empecé a coger cancha como cantante, cantaba en colegios, bazares, buses, calles, donde me dejaran cantar ahí estaba yo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cancha/mixed_cancha.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ruana_1/figurative_ruana_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cancha/figurative_cancha.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cancha/literal_cancha.png,
MULTI_GEMINI_0381,candado,"Corte facial masculino que une el bigote por los extremos, con la barba que cubre una pequeña porción del mentón.","A los de rostro muy alargado se les aconseja el candado, aunque por ahora no está muy de moda.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candado/figurative_candado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candado/mixed_candado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candado/literal_candado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/toca/mixed_toca.png,
MULTI_GEMINI_0382,candela,"Referido a una persona, peligrosa o de comportamiento impulsivo y desmesurado.","Las malas compañías lo echaron a perder, se volvió candela y todos le tienen miedo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candela/mixed_candela.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candela/figurative_candela.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/perra_1/literal_perra_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candela/literal_candela.png,
MULTI_GEMINI_0383,candelero,persona que acompaña o vigila a una pareja de enamorados,"solo, o con candelero, en la esquina, en el paseo, en cualquier parte donde pepa se hallase, siguió empalagando tres semanas mortales",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candelero/mixed_candelero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candelero/figurative_candelero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/candelero/literal_candelero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/acelerado/literal_acelerado.png,
MULTI_GEMINI_0384,canguro,"Bolso deportivo hecho de tela o cuero, que se cuelga a la cintura.","Compacto y aerodinámico, nuestro canguro te permite llevar cómodamente tus elementos esenciales mientras corres.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canguro/figurative_canguro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canguro/literal_canguro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/canguro/mixed_canguro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/t%C3%ADo/mixed_t%C3%ADo.png,
MULTI_GEMINI_0385,cantada,"Se usa para indicar que se ha advertido insistentemente a alguien sobre un hecho inminente, especialmente un peligro o amenaza.","Uno de ellos estaba amenazado, vendía confites y no podía bajar al centro; lo bajaron del bus más de una vez y se la tenían cantada que no volviera por allá.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polvorosa/literal_polvorosa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantada/figurative_cantada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantada/mixed_cantada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantada/literal_cantada.png,
MULTI_GEMINI_0386,cantador,Persona que canta alabaos o cantos tradicionales durante las honras fúnebres.,Ser una cantadora implica estar en la vida y la muerte de los coterráneos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/engomado/literal_engomado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantador/literal_cantador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantador/figurative_cantador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantador/mixed_cantador.png,
MULTI_GEMINI_0387,cantar la tabla,Decir a alguien la verdad de lo que se piensa.,El técnico no aguantó más y en el último entrenamiento ‘les cantó la tabla’ a sus jugadores en un lenguaje propio del fútbol.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantar_la_tabla/figurative_cantar_la_tabla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantar_la_tabla/literal_cantar_la_tabla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/trago_1/literal_trago_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantar_la_tabla/mixed_cantar_la_tabla.png,
MULTI_GEMINI_0388,cantina,Recipiente metálico en el que se transporta la leche.,"Viví la época en la que la leche llegaba a la puerta de mi casa, aún caliente, con el sabor del ordeño, reenvasada de una cantina.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantina/literal_cantina.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantina/mixed_cantina.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cantina/figurative_cantina.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/burro_1/mixed_burro_1.png,
